Index,Scene,Trajectory Name,File Path,Num Waypoints,X Start,X End,X Change,X Range,Y Start,Y End,Y Change,Y Range,Z Start,Z End,Z Change,Z Range,Euclidean Distance,Path Length,Requires Chassis,Chassis Movement Score
552,unknown,orbit_left_070,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_070.json,120,1.0500,2.9003,1.8503,1.8515,0.0800,-0.2959,0.3759,0.5397,0.8600,0.8794,0.0194,0.1824,1.8882,2.1685,False,1.8881
553,unknown,crane_down_092,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_092.json,120,1.0500,2.9244,1.8744,1.8744,0.0800,0.3036,0.2236,0.2236,0.8600,1.2025,0.3425,0.3425,1.9185,1.9384,False,1.8877
554,unknown,crane_down_032,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_032.json,120,1.0500,2.9042,1.8542,1.8550,0.0800,0.4011,0.3211,0.3211,0.8600,1.3600,0.5000,0.5000,1.9471,2.0290,False,1.8818
555,unknown,crane_up_082,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_082.json,120,1.0500,2.9208,1.8708,1.8708,0.0800,0.2491,0.1691,0.2244,0.8600,0.3674,0.4926,0.5000,1.9419,2.0244,False,1.8784
556,unknown,crane_up_046,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_046.json,120,1.0500,2.9085,1.8585,1.8585,0.0800,-0.1787,0.2587,0.2587,0.8600,0.4594,0.4006,0.4010,1.9187,1.9325,False,1.8764
557,unknown,crane_up_018,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_018.json,120,1.0500,2.8820,1.8320,1.8320,0.0800,-0.2288,0.3088,0.3296,0.8600,0.4269,0.4331,0.4792,1.9076,1.9639,False,1.8578
558,unknown,crane_down_054,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_054.json,120,1.0500,2.9023,1.8523,1.8523,0.0800,0.0370,0.0430,0.1937,0.8600,1.2115,0.3515,0.3631,1.8858,1.9977,False,1.8528
559,unknown,crane_down_089,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_089.json,120,1.0500,2.8835,1.8335,1.8335,0.0800,0.0449,0.0351,0.0741,0.8600,1.0999,0.2399,0.2399,1.8495,1.8763,False,1.8338
560,unknown,crane_up_059,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_059.json,120,1.0500,2.8417,1.7917,1.7954,0.0800,0.4017,0.3217,0.3980,0.8600,0.4301,0.4299,0.4322,1.8704,1.9924,False,1.8203
561,unknown,crane_down_053,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_053.json,120,1.0500,2.8660,1.8160,1.8160,0.0800,0.0295,0.0505,0.2506,0.8600,1.3600,0.5000,0.5000,1.8843,2.0344,False,1.8167
562,unknown,arc_right_pull_011,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_011.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0800,1.0000,1.0000,0.8600,0.9279,0.0679,0.0679,1.8041,2.3587,False,1.8028
563,unknown,arc_right_pull_013,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_013.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0800,1.0000,1.0000,0.8600,0.8912,0.0312,0.0618,1.8030,2.2621,False,1.8028
564,unknown,arc_right_pull_032,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_032.json,120,1.0500,-0.4500,1.5000,1.8616,0.0800,1.0800,1.0000,1.0034,0.8600,0.7059,0.1541,0.1541,1.8094,3.1676,False,1.8028
565,unknown,arc_right_pull_046,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_046.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0800,1.0000,1.0000,0.8600,0.7557,0.1043,0.1043,1.8058,2.3631,False,1.8028
566,unknown,arc_right_pull_056,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_056.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0800,1.0000,1.0000,0.8600,0.7715,0.0885,0.0885,1.8049,2.3453,False,1.8028
567,unknown,arc_right_pull_057,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_057.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0800,1.0000,1.0000,0.8600,0.9072,0.0472,0.0575,1.8034,2.3749,False,1.8028
568,unknown,arc_right_pull_065,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_065.json,120,1.0500,-0.4500,1.5000,1.5508,0.0800,1.0800,1.0000,1.0009,0.8600,0.7839,0.0761,0.0880,1.8044,2.4815,False,1.8028
569,unknown,arc_right_pull_094,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_094.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0800,1.0000,1.0000,0.8600,0.7383,0.1217,0.1438,1.8069,2.2820,False,1.8028
570,unknown,crane_up_020,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_020.json,120,1.0500,2.8278,1.7778,1.7778,0.0800,0.3773,0.2973,0.2974,0.8600,0.4907,0.3693,0.3693,1.8399,1.8478,False,1.8025
571,unknown,arc_right_pull_034,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_034.json,120,1.0500,-0.4500,1.5000,1.7156,0.0800,1.0790,0.9990,1.0030,0.8600,0.7699,0.0901,0.0903,1.8045,2.8477,False,1.8022
572,unknown,arc_right_pull_031,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_031.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0785,0.9985,1.0000,0.8600,0.8195,0.0405,0.0461,1.8024,2.3596,False,1.8020
573,unknown,arc_right_pull_085,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_085.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0784,0.9984,1.0000,0.8600,0.7924,0.0676,0.0959,1.8032,2.2586,False,1.8019
574,unknown,arc_right_pull_058,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_058.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0784,0.9984,1.0000,0.8600,0.6380,0.2220,0.2220,1.8155,2.3597,False,1.8019
575,unknown,arc_right_pull_052,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_052.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0775,0.9975,1.0000,0.8600,0.9826,0.1226,0.1227,1.8056,2.3109,False,1.8014
576,unknown,crane_down_086,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_086.json,120,1.0500,2.8398,1.7898,1.7911,0.0800,0.2763,0.1963,0.1963,0.8600,1.2934,0.4334,0.4334,1.8519,1.9251,False,1.8005
577,unknown,arc_right_pull_038,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_038.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0692,0.9892,1.0000,0.8600,0.9364,0.0764,0.0880,1.7984,2.3052,False,1.7968
578,unknown,arc_right_pull_037,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_037.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0675,0.9875,1.0000,0.8600,0.9393,0.0793,0.0832,1.7976,2.3981,False,1.7959
579,unknown,crane_down_082,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_082.json,120,1.0500,2.8444,1.7944,1.7948,0.0800,0.1481,0.0681,0.2036,0.8600,1.1394,0.2794,0.2794,1.8173,1.9254,False,1.7957
580,unknown,arc_right_pull_009,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_009.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0668,0.9868,1.0000,0.8600,0.9625,0.1025,0.1091,1.7984,2.4561,False,1.7955
581,unknown,arc_right_pull_017,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_017.json,120,1.0500,-0.4500,1.5000,1.7034,0.0800,1.0661,0.9861,1.0039,0.8600,0.8628,0.0028,0.0141,1.7951,2.8359,False,1.7951
582,unknown,arc_right_pull_072,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_072.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0644,0.9844,1.0000,0.8600,0.8074,0.0526,0.0978,1.7950,2.3914,False,1.7942
583,unknown,arc_right_pull_040,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_040.json,120,1.0500,-0.4500,1.5000,2.0650,0.0800,1.0644,0.9844,1.0181,0.8600,0.8009,0.0591,0.0828,1.7951,3.5408,False,1.7942
584,unknown,crane_down_060,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_060.json,120,1.0500,2.8325,1.7825,1.7825,0.0800,-0.1178,0.1978,0.2206,0.8600,1.1279,0.2679,0.2679,1.8133,1.8784,False,1.7934
585,unknown,arc_right_pull_059,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_059.json,120,1.0500,-0.4500,1.5000,1.5508,0.0800,1.0586,0.9786,1.0006,0.8600,0.7737,0.0863,0.0948,1.7931,2.3848,False,1.7910
586,unknown,arc_right_pull_055,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_055.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0529,0.9729,1.0000,0.8600,0.8516,0.0084,0.0439,1.7879,2.3258,False,1.7879
587,unknown,arc_right_pull_098,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_098.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0527,0.9727,1.0000,0.8600,0.8354,0.0246,0.0535,1.7879,2.3713,False,1.7878
588,unknown,arc_right_pull_012,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_012.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0512,0.9712,1.0000,0.8600,1.0147,0.1547,0.1589,1.7936,2.3274,False,1.7869
589,unknown,arc_right_pull_016,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_016.json,120,1.0500,-0.4500,1.5000,1.7034,0.0800,1.0510,0.9710,1.0059,0.8600,0.8790,0.0190,0.0572,1.7869,2.8386,False,1.7868
590,unknown,arc_right_pull_061,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_061.json,120,1.0500,-0.4500,1.5000,1.7768,0.0800,1.0381,0.9581,1.0064,0.8600,0.9302,0.0702,0.0759,1.7813,2.9747,False,1.7799
591,unknown,crane_down_077,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_077.json,120,1.0500,2.8169,1.7669,1.7669,0.0800,0.2933,0.2133,0.2767,0.8600,1.2192,0.3592,0.3592,1.8156,1.8686,False,1.7797
592,unknown,crane_down_080,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_080.json,120,1.0500,2.8233,1.7733,1.7733,0.0800,-0.0579,0.1379,0.2168,0.8600,1.1347,0.2747,0.2747,1.7998,1.8704,False,1.7787
593,unknown,arc_right_pull_021,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_021.json,120,1.0500,-0.4500,1.5000,1.8616,0.0800,1.0356,0.9556,1.0000,0.8600,0.9476,0.0876,0.0975,1.7807,3.2368,False,1.7785
594,unknown,crane_down_059,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_059.json,120,1.0500,2.8043,1.7543,1.7548,0.0800,-0.1964,0.2764,0.2764,0.8600,1.1669,0.3069,0.3069,1.8023,1.9616,False,1.7759
595,unknown,crane_down_052,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_052.json,120,1.0500,2.7938,1.7438,1.7443,0.0800,0.4135,0.3335,0.3335,0.8600,1.0893,0.2293,0.2293,1.7902,1.7965,False,1.7754
596,unknown,arc_right_pull_086,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_086.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0252,0.9452,0.9452,0.8600,0.8712,0.0112,0.0574,1.7730,2.2025,False,1.7729
597,unknown,arc_right_pull_047,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_047.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0251,0.9451,0.9972,0.8600,0.8091,0.0509,0.0778,1.7736,2.3170,False,1.7729
598,unknown,arc_right_pull_025,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_025.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0232,0.9432,0.9432,0.8600,0.8166,0.0434,0.0942,1.7725,2.2223,False,1.7719
599,unknown,crane_down_015,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_015.json,120,1.0500,2.7815,1.7315,1.7358,0.0800,-0.2963,0.3763,0.3930,0.8600,1.2345,0.3745,0.3899,1.8111,1.8902,False,1.7719
600,unknown,arc_right_pull_093,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_093.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0210,0.9410,1.0000,0.8600,0.9642,0.1042,0.1210,1.7738,2.4073,False,1.7707
601,unknown,crane_down_022,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_022.json,120,1.0500,2.8102,1.7602,1.7602,0.0800,0.2364,0.1564,0.2169,0.8600,1.3413,0.4813,0.4825,1.8315,1.8802,False,1.7671
602,unknown,crane_up_070,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_070.json,120,1.0500,2.8165,1.7665,1.7665,0.0800,0.0668,0.0132,0.1739,0.8600,0.3692,0.4908,0.4933,1.8335,1.9695,False,1.7666
603,unknown,orbit_left_033,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_033.json,120,1.0500,2.7613,1.7113,1.7113,0.0800,-0.3543,0.4343,0.5927,0.8600,0.7717,0.0883,0.2638,1.7678,2.1108,False,1.7656
604,unknown,crane_down_083,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_083.json,120,1.0500,2.8004,1.7504,1.7544,0.0800,-0.1461,0.2261,0.3278,0.8600,1.1752,0.3152,0.3388,1.7929,1.8741,False,1.7649
605,unknown,arc_right_pull_079,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_079.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0059,0.9259,1.0000,0.8600,0.9371,0.0771,0.1100,1.7644,2.3727,False,1.7628
606,unknown,crane_down_076,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_076.json,120,1.0500,2.8085,1.7585,1.7585,0.0800,0.1954,0.1154,0.1699,0.8600,1.1572,0.2972,0.3078,1.7871,1.8238,False,1.7623
607,unknown,arc_right_pull_049,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_049.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0028,0.9228,1.0009,0.8600,0.8040,0.0560,0.0560,1.7620,2.4116,False,1.7611
608,unknown,crane_down_020,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_020.json,120,1.0500,2.8102,1.7602,1.7602,0.0800,0.1201,0.0401,0.1180,0.8600,1.1623,0.3023,0.3023,1.7865,1.8582,False,1.7607
609,unknown,crane_up_052,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_052.json,120,1.0500,2.8088,1.7588,1.7635,0.0800,0.1492,0.0692,0.1998,0.8600,0.4894,0.3706,0.3788,1.7988,1.8875,False,1.7602
610,unknown,arc_right_pull_018,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_018.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,1.0007,0.9207,1.0000,0.8600,0.8543,0.0057,0.0675,1.7600,2.3493,False,1.7600
611,unknown,arc_right_pull_043,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_043.json,120,1.0500,-0.4500,1.5000,1.7768,0.0800,0.9986,0.9186,1.0002,0.8600,0.9141,0.0541,0.0541,1.7598,2.9948,False,1.7589
612,unknown,arc_right_pull_044,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_044.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9894,0.9094,1.0000,0.8600,0.8002,0.0598,0.0631,1.7552,2.3194,False,1.7542
613,unknown,crane_down_005,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_005.json,120,1.0500,2.8016,1.7516,1.7516,0.0800,0.1648,0.0848,0.1227,0.8600,1.2614,0.4014,0.4351,1.7990,1.8590,False,1.7537
614,unknown,arc_right_pull_062,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_062.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9845,0.9045,1.0000,0.8600,0.9616,0.1016,0.1016,1.7546,2.3473,False,1.7516
615,unknown,crane_down_090,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_090.json,120,1.0500,2.7655,1.7155,1.7160,0.0800,-0.2677,0.3477,0.3477,0.8600,1.3245,0.4645,0.5000,1.8110,1.8713,False,1.7504
616,unknown,crane_up_041,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_041.json,120,1.0500,2.7612,1.7112,1.7115,0.0800,0.4398,0.3598,0.3598,0.8600,0.5100,0.3500,0.3862,1.7833,1.8262,False,1.7486
617,unknown,arc_right_pull_066,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_066.json,120,1.0500,-0.4500,1.5000,1.8616,0.0800,0.9746,0.8946,0.8946,0.8600,0.7366,0.1234,0.1300,1.7509,3.1177,False,1.7465
618,unknown,arc_right_pull_002,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_002.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9593,0.8793,0.8793,0.8600,0.7862,0.0738,0.1353,1.7403,2.2362,False,1.7387
619,unknown,crane_up_057,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_057.json,120,1.0500,2.7497,1.6997,1.6997,0.0800,-0.2811,0.3611,0.3611,0.8600,0.4454,0.4146,0.4146,1.7864,1.8725,False,1.7376
620,unknown,arc_right_pull_026,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_026.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9549,0.8749,0.9007,0.8600,0.7690,0.0910,0.1196,1.7389,2.2389,False,1.7365
621,unknown,orbit_right_096,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_096.json,120,1.0500,2.7216,1.6716,1.6720,0.0800,0.5415,0.4615,0.6509,0.8600,1.0889,0.2289,0.2648,1.7492,2.1148,False,1.7341
622,unknown,arc_right_pull_045,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_045.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9418,0.8619,0.9026,0.8600,0.9390,0.0790,0.0794,1.7318,2.2411,False,1.7300
623,unknown,arc_right_pull_054,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_054.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9416,0.8616,0.9037,0.8600,0.9441,0.0841,0.0841,1.7319,2.2452,False,1.7299
624,unknown,orbit_right_075,trajectoryToLearn\world_json\cinematic_db\orbit_right\orbit_right_075.json,120,1.0500,2.5975,1.5475,1.5475,0.0800,0.8474,0.7674,1.4695,0.8600,0.8675,0.0075,0.1087,1.7273,3.1105,False,1.7273
625,unknown,orbit_left_066,trajectoryToLearn\world_json\cinematic_db\orbit_left\orbit_left_066.json,120,1.0500,2.7114,1.6614,1.6614,0.0800,-0.3848,0.4648,0.8263,0.8600,1.0242,0.1642,0.2529,1.7330,2.3882,False,1.7252
626,unknown,arc_right_pull_030,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_030.json,120,1.0500,-0.4500,1.5000,1.8616,0.0800,0.9303,0.8503,0.8640,0.8600,0.8076,0.0524,0.0811,1.7250,3.1052,False,1.7242
627,unknown,arc_right_pull_010,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_010.json,120,1.0500,-0.4500,1.5000,1.6412,0.0800,0.9137,0.8337,0.8341,0.8600,0.9691,0.1091,0.1091,1.7196,2.5003,False,1.7161
628,unknown,crane_up_083,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_083.json,120,1.0500,2.7626,1.7126,1.7126,0.0800,0.0382,0.0418,0.1682,0.8600,0.4661,0.3939,0.3952,1.7578,1.8069,False,1.7131
629,unknown,arc_right_pull_067,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_067.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.9052,0.8252,0.8252,0.8600,0.8433,0.0167,0.0838,1.7121,2.4496,False,1.7120
630,unknown,crane_up_033,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_033.json,120,1.0500,2.7099,1.6599,1.6600,0.0800,-0.3370,0.4170,0.4375,0.8600,0.5131,0.3469,0.3486,1.7463,1.8005,False,1.7115
631,unknown,arc_right_pull_070,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_070.json,120,1.0500,-0.4500,1.5000,1.6412,0.0800,0.9030,0.8230,0.9037,0.8600,0.8841,0.0241,0.0361,1.7111,2.6581,False,1.7109
632,unknown,arc_right_pull_024,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_024.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.8962,0.8162,0.9470,0.8600,0.8945,0.0345,0.0638,1.7081,2.3931,False,1.7077
633,unknown,arc_right_pull_051,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_051.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.8952,0.8152,0.8279,0.8600,0.8189,0.0411,0.0465,1.7077,2.3454,False,1.7072
634,unknown,arc_right_pull_069,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_069.json,120,1.0500,-0.4500,1.5000,1.5904,0.0800,0.8903,0.8103,0.8432,0.8600,0.9687,0.1087,0.1144,1.7083,2.4328,False,1.7049
635,unknown,crane_down_051,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_051.json,120,1.0500,2.7325,1.6825,1.6827,0.0800,0.3397,0.2597,0.2597,0.8600,1.2185,0.3585,0.3665,1.7398,1.7808,False,1.7024
636,unknown,crane_up_075,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_075.json,120,1.0500,2.7460,1.6960,1.6960,0.0800,0.1914,0.1114,0.1561,0.8600,0.5151,0.3449,0.3449,1.7343,1.7690,False,1.6997
637,unknown,crane_up_031,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_031.json,120,1.0500,2.7430,1.6930,1.6931,0.0800,0.0014,0.0786,0.1430,0.8600,0.3600,0.5000,0.5000,1.7670,1.8246,False,1.6948
638,unknown,arc_right_pull_023,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_023.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.8659,0.7859,0.8340,0.8600,0.8503,0.0097,0.0512,1.6934,2.1481,False,1.6934
639,unknown,crane_up_000,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_000.json,120,1.0500,2.7189,1.6689,1.6689,0.0800,-0.1576,0.2376,0.2521,0.8600,0.6907,0.1693,0.1693,1.6942,1.7208,False,1.6857
640,unknown,crane_up_022,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_022.json,120,1.0500,2.7337,1.6837,1.6837,0.0800,-0.0015,0.0815,0.0834,0.8600,0.5569,0.3031,0.3031,1.7127,1.7459,False,1.6857
641,unknown,arc_right_pull_001,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_001.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.8455,0.7655,0.8201,0.8600,0.8561,0.0039,0.0898,1.6840,2.0829,False,1.6840
642,unknown,crane_up_043,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_043.json,120,1.0500,2.7281,1.6781,1.6781,0.0800,-0.0576,0.1376,0.1799,0.8600,0.3603,0.4997,0.4997,1.7563,1.7781,False,1.6837
643,unknown,crane_down_079,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_079.json,120,1.0500,2.7161,1.6661,1.6661,0.0800,-0.1490,0.2290,0.2294,0.8600,1.2571,0.3971,0.3973,1.7280,1.7329,False,1.6818
644,unknown,crane_down_030,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_030.json,120,1.0500,2.7276,1.6776,1.6776,0.0800,0.1781,0.0981,0.1456,0.8600,1.1393,0.2793,0.2982,1.7035,1.7383,False,1.6804
645,unknown,arc_right_pull_064,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_064.json,120,1.0500,-0.4500,1.5000,1.5036,0.0800,0.8319,0.7519,0.7519,0.8600,0.9168,0.0568,0.0568,1.6788,2.1359,False,1.6779
646,unknown,crane_up_067,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_067.json,120,1.0500,2.6914,1.6414,1.6414,0.0800,-0.2595,0.3395,0.3395,0.8600,0.6371,0.2229,0.2961,1.6909,1.7677,False,1.6762
647,unknown,arc_right_pull_000,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_000.json,120,1.0500,-0.4500,1.5000,1.5904,0.0800,0.8279,0.7479,0.7619,0.8600,0.9486,0.0886,0.0960,1.6785,2.2817,False,1.6761
648,unknown,arc_right_pull_083,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_083.json,120,1.0500,-0.4500,1.5000,1.5904,0.0800,0.8115,0.7315,0.8059,0.8600,0.8853,0.0253,0.1082,1.6691,2.5636,False,1.6689
649,unknown,crane_up_002,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_002.json,120,1.0500,2.6788,1.6288,1.6288,0.0800,0.4325,0.3525,0.3919,0.8600,0.3600,0.5000,0.5000,1.7399,1.7872,False,1.6665
650,unknown,crane_up_009,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_009.json,120,1.0500,2.7148,1.6648,1.6653,0.0800,0.1429,0.0629,0.1611,0.8600,0.3600,0.5000,0.5000,1.7394,1.8356,False,1.6660
651,unknown,crane_down_033,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_033.json,120,1.0500,2.6700,1.6200,1.6212,0.0800,-0.2822,0.3622,0.3649,0.8600,1.2432,0.3832,0.4121,1.7036,1.7728,False,1.6600
652,unknown,crane_up_048,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_048.json,120,1.0500,2.6988,1.6488,1.6504,0.0800,0.2611,0.1811,0.1811,0.8600,0.4625,0.3975,0.4039,1.7056,1.7352,False,1.6587
653,unknown,crane_down_014,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_014.json,120,1.0500,2.7063,1.6563,1.6563,0.0800,0.0021,0.0779,0.1857,0.8600,1.2753,0.4153,0.4153,1.7093,1.8085,False,1.6581
654,unknown,arc_right_pull_005,trajectoryToLearn\world_json\cinematic_db\arc_right_pull\arc_right_pull_005.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.7791,0.6991,0.8191,0.8600,0.8886,0.0286,0.0828,1.6552,2.2068,False,1.6549
655,unknown,crane_up_047,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_047.json,120,1.0500,2.6867,1.6367,1.6367,0.0800,0.3077,0.2277,0.2429,0.8600,0.5474,0.3126,0.3126,1.6817,1.6974,False,1.6524
